,Date,USD (PM),SMA10,SMA20,SMA30,MACD,MACDsignal,MACDhist,EMA12,EMA26,RSI,MOM,ROC,ROCP,ROCR,ROCR100,HT_DCPERIOD,HT_DCPHASE,SINE,LEADSINE,INPHASE,QUADRATURE,APO,PPO,CMO,TRIX
0,2016-09-11,1324.6,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,611.7583333333333,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
1,2016-09-12,1324.6,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,611.7583333333333,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
2,2016-09-13,1323.65,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,611.7583333333333,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
3,2016-09-14,1321.75,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,611.7583333333333,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
4,2016-09-15,1310.8,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,611.7583333333333,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
5,2016-09-16,1308.35,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,611.7583333333333,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
6,2016-09-17,1308.35,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,610.4102380952381,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
7,2016-09-18,1314.85,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,610.7444557823129,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
8,2016-09-19,1314.85,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,610.5860398445093,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
9,2016-09-20,1313.8,610.802,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,610.0357427460781,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
10,2016-09-21,1326.1,608.5250000000001,606.3934999999999,608.7180000000002,5.956068416072071,2.6214479559105888,3.3346204601614824,606.84838767577,608.6933333333334,31.636229477956096,-22.769999999999982,-3.6628327837207375,-0.0366283278372074,0.9633716721627926,96.33716721627927,15.646696015449795,205.9468881623341,-0.43753779766098383,-0.9452163753989635,4.22339402840027,0.9040137462406737,0.28948717948730973,0.04764798730514581,-36.7275410440878,0.3360721214860751
