"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",-0.500619316123728,-0.181215027556496,-1.07372483049145,-0.481514248260842,-0.858035999027308,-0.406309718015319,-0.77268917662467,-0.346421749339211,-0.401701568445843,-0.188383828842387
"2",-1.36831860640527,-0.66467657660934,-1.20940647111067,-0.591527410797953,-0.895471334366381,-0.430725195947124,-0.762540338935056,-0.36894912696782,-1.04400870870713,-0.496349021327803
"3",0.486234970613885,0.250631835260857,1.69186322761073,0.845973495635486,0.366393074090611,0.215848328353351,0.142410137251145,0.0756664746374216,-0.095990927913533,-0.0280545896762872
"4",0.324645153029148,0.104029237824003,-0.187117132126066,-0.111217903102503,-0.480053740071051,-0.258389602893928,-0.20638131969056,-0.10926877882333,-0.891167294433078,-0.456744825509824
"5",0.428499926160617,0.406975124108185,0.426329676167882,0.230847083224999,0.404003686713264,0.234088605885597,0.214147451900947,0.179959693400897,0.921011963591041,0.920849405725894
"6",4.84868434043048,4.84868434043048,2.42739038076422,2.42739038076422,1.15019121842919,1.15019121842919,3.58548230183972,3.58548230183972,0.67315906899753,0.67315906899753
"7",1.8798772507695,1.907538383057,0.168339811891124,0.743848701691252,0.121750834235347,0.744030420377264,0.847793878055652,1.09089702093901,1.61451829634517,1.72801169325071
"8",0.750686524743301,0.947760580117241,-0.199500997566357,-0.191240115385439,-0.217596243085282,-0.159144580229843,0.208486268405555,0.424982299669262,1.6255115720718,1.65223891252073
"9",0.226072817013875,0.596065276008872,0.49036841766244,0.67228450754733,0.191171660983188,0.451786246981612,1.19192341137474,1.24783890644671,1.32246002322011,1.35046245764005
"10",2.05771664006682,2.15069293342625,0.07940102589944,0.782358235658647,0.0560178413295792,0.24777565369212,0.934355040826294,1.22934376531021,1.69810993207901,1.95307549037695
"11",0.113375199455692,0.12451253339416,0.121288311474404,0.137589785805407,0.0945731083250896,0.125682865793489,0.107436130823778,0.131067544561982,0.075955086447184,0.125218920332025
"12",1.60696083325261,1.64408837919306,1.13647573808754,1.5376209696876,1.16219023644938,1.51379042472168,0.074003074163644,1.10826219251421,1.5996165022868,1.65614044394279
"13",0.00666962061685761,1.17067788566485,1.02367441467606,1.33912170295956,1.24527382797521,1.59982109696766,1.66861703198236,1.83819350517514,0.490319387388015,1.26500365421264
