,Date,USD (PM),SMA20,MACDhist,EMA26,MOM,HT_DCPERIOD,HT_DCPHASE,SINE,LEADSINE,INPHASE,QUADRATURE,PPO,TRIX,profit,Volatility
0,2016-09-11,1324.6,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,0.0,0.007206529161961
1,2016-09-12,1324.6,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,-0.0007171976445718,0.00711011307117
2,2016-09-13,1323.65,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,-0.0014354247724096,0.0070167202606131
3,2016-09-14,1321.75,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,-0.008284471344808,0.0069282608290318
4,2016-09-15,1310.8,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,-0.0018690875801037,0.0069728409968021
5,2016-09-16,1308.35,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,0.0,0.0068870648963485
6,2016-09-17,1308.35,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,0.0049680895784767,0.0067965116577235
7,2016-09-18,1314.85,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,0.0,0.0067563859465533
8,2016-09-19,1314.85,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,-0.0007985701791078,0.006668302655888
9,2016-09-20,1313.8,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,0.0093621555792357,0.0065835590314023
10,2016-09-21,1326.1,606.3934999999999,3.3346204601614824,608.6933333333334,-22.769999999999985,15.646696015449796,205.9468881623341,-0.4375377976609838,-0.9452163753989636,4.22339402840027,0.9040137462406737,0.0476479873051458,0.3360721214860751,0.009803182263781,0.0066740982165049
