"","V1"
"1",0.00720652916196101
"2",0.00711011307117001
"3",0.0070167202606131
"4",0.00692826082903188
"5",0.00697284099680211
"6",0.00688706489634855
"7",0.00679651165772357
"8",0.00675638594655336
"9",0.00666830265588804
"10",0.00658355903140231
"11",0.00667409821650493
"12",0.00677107125837762
"13",0.0066836337824477
"14",0.00659697403186903
"15",0.0065148646560891
"16",0.00643131623573673
"17",0.00656623218115096
"18",0.00650466719061303
"19",0.00644375780188555
"20",0.00638560273408753
"21",0.00630445728884639
"22",0.00633121433984931
"23",0.00625109000708579
"24",0.00722366165958377
"25",0.00733192230061926
"26",0.00747150048548734
"27",0.00739557137785879
"28",0.00729570244728531
"29",0.0071983056206791
"30",0.00710202653661013
"31",0.00705303304457882
"32",0.00697085851056999
"33",0.00690316862603344
"34",0.00692339316251175
"35",0.00683216625437684
"36",0.00675405633825059
"37",0.00666599729540323
"38",0.00659343957386379
"39",0.00665529879424059
"40",0.00657551325366119
"41",0.00653511573132655
"42",0.00645114975087685
"43",0.00636925427138927
"44",0.00628842189385044
"45",0.00622795586916623
"46",0.00615093361964792
"47",0.00610108612591812
"48",0.00608708426232484
"49",0.00601169566563136
"50",0.00593962417683341
"51",0.0058670507956289
"52",0.00616643377331574
"53",0.00637760349076226
"54",0.00631032334276774
"55",0.0062334229554839
"56",0.00615524695433968
"57",0.00657717550206566
"58",0.00649244015997342
"59",0.00640981665265149
"60",0.00632942105870666
"61",0.00649964736073376
"62",0.00756063313443836
"63",0.0074581245826886
"64",0.00794495491245688
"65",0.00783543623725289
"66",0.00794188775725386
"67",0.00783707443633347
"68",0.00773725178441896
"69",0.00792067868716131
"70",0.00781136502980287
"71",0.00771680338595573
"72",0.00761112608057397
"73",0.00751271934378002
"74",0.00826124599581913
"75",0.00814730896319019
"76",0.00803751137451677
"77",0.00792608445304691
"78",0.00781734193230907
"79",0.0077098554180551
"80",0.0076046590369516
"81",0.00759344479088561
"82",0.00782266213447539
"83",0.00789602463817809
"84",0.00778714045788394
"85",0.0078442779710352
"86",0.00773631130270395
"87",0.00776743094575562
"88",0.00769164422609465
"89",0.00764655439426468
"90",0.00761563298515543
"91",0.00751176897770351
"92",0.00748552924963461
"93",0.00738402075938786
"94",0.0072925275017406
"95",0.00721253788034502
"96",0.00870132138673891
"97",0.00861030837531137
"98",0.00848876965345683
"99",0.00839664127549554
"100",0.00827886568421037
"101",0.00830719094641705
"102",0.00827396216671708
"103",0.00816604126244407
"104",0.0080523394612278
"105",0.00794066141364239
"106",0.00783097647788553
"107",0.00773668953008491
"108",0.00763068143130732
"109",0.0075265714350128
"110",0.00759815280160676
"111",0.00749474048416259
"112",0.00739312898004617
"113",0.00729333322839057
"114",0.00723022820247562
"115",0.00713342749186329
"116",0.00728116087071594
"117",0.00738211718982148
"118",0.00728483273793731
"119",0.00718708659577649
"120",0.00709915649028908
"121",0.00700475315964838
"122",0.00707462897343972
"123",0.00715213559716967
"124",0.00796000905587392
"125",0.00811988909391037
"126",0.00800700694662484
"127",0.00808328434483384
"128",0.00797117093112063
"129",0.00805294265584128
"130",0.00794459529436498
"131",0.00824250305439067
"132",0.00815222935842358
"133",0.00803876596940803
"134",0.00810119928227216
"135",0.0079887527218453
"136",0.00789429627195488
"137",0.00833362159574927
"138",0.00824685489638876
"139",0.00815758900083156
"140",0.0080440406327584
"141",0.00800867723486874
"142",0.00789780595967787
"143",0.00825343415740832
"144",0.00824204317035576
"145",0.00849482370501238
"146",0.00843114456264284
"147",0.0083127803100116
"148",0.00833959979422981
"149",0.00822293992293108
"150",0.00812593806709838
"151",0.00814218004869437
"152",0.00806401242703685
"153",0.00803495169012377
"154",0.00792357032503687
"155",0.00785660769857888
"156",0.00774841219261945
"157",0.00772605152266103
"158",0.0076704500887084
"159",0.00786663245676215
"160",0.00775944164156533
"161",0.00765307935579561
"162",0.00757577952033547
"163",0.00747264231111701
"164",0.0073923862129422
"165",0.0073066799132076
"166",0.00735772698796864
"167",0.00729348538861769
"168",0.00719559461213446
"169",0.00711259282284425
"170",0.00701795285026764
"171",0.00692891490976956
"172",0.00712499870697802
"173",0.00703587841612345
"174",0.00710901281346079
"175",0.00701440584330046
"176",0.00694755657957344
"177",0.00685589786090217
"178",0.00703335944902132
"179",0.00700992199835471
"180",0.00692542798699749
"181",0.00685394629462597
"182",0.00676401002793743
"183",0.00667899289098758
"184",0.00659232246534394
"185",0.00650738983675037
"186",0.00647426306072572
"187",0.00763654758682076
"188",0.00753245512367819
"189",0.00743027298294199
"190",0.00733756015155329
"191",0.00723880886359368
"192",0.00724185195952893
"193",0.00720665137139296
"194",0.0071146377850878
"195",0.00701994826210322
"196",0.00692697753467444
"197",0.00695858215072341
"198",0.00686682670372318
"199",0.00677699467262018
"200",0.00673919030215407
"201",0.00665847164719819
"202",0.0065930216600727
"203",0.00650794983826252
"204",0.00643189105075177
"205",0.00634987759315508
"206",0.00641347865663446
"207",0.00652735944434188
"208",0.00650339096577649
"209",0.00666860886772982
"210",0.00658232437912162
"211",0.00684711450593893
"212",0.00675730897180256
"213",0.0066795667628748
"214",0.00715815202776378
"215",0.00716458305338409
"216",0.00706920526283994
"217",0.00697541557699891
"218",0.00691817203594347
"219",0.00682705226434392
"220",0.00673762501079232
"221",0.0066498482517707
"222",0.00657446575458168
"223",0.00648996972719989
"224",0.00640686441599241
"225",0.00652723343666176
"226",0.00644340779551608
"227",0.00636455250908188
"228",0.00633131063849693
"229",0.00625248182625697
"230",0.00619149898296079
"231",0.00611407001502378
"232",0.00603812323709675
"233",0.00613545947245986
"234",0.00605908129337385
"235",0.00602218766835255
"236",0.00660170086997597
"237",0.00651647241466038
"238",0.00643286500390956
"239",0.00635521020792607
"240",0.00627463561170195
"241",0.0063237373932018
"242",0.00625359176777974
"243",0.00617497077818638
"244",0.00619170344872695
"245",0.00611432823655286
"246",0.00604344632608842
"247",0.0059688902896051
"248",0.00589654846951577
"249",0.00658128151724527
"250",0.00650194731559649
"251",0.00644232818077934
"252",0.00636013231024187
"253",0.0063406351749362
"254",0.0062604175087661
"255",0.0061834776226019
"256",0.00619077660473362
"257",0.00614016849237002
"258",0.00615199250170245
"259",0.00607539610026142
"260",0.00600022770495929
"261",0.00593543933939306
"262",0.00586293843373116
"263",0.00580853700611366
"264",0.00574191239224873
"265",0.00581877516923588
"266",0.00574866834743783
"267",0.00571300842125913
"268",0.00564495054502341
"269",0.00583475872373432
"270",0.00577596824233985
"271",0.00615434810337767
"272",0.00613373546266874
"273",0.0060574066041913
"274",0.00598255229631691
"275",0.00590912326904723
"276",0.00586590684749176
"277",0.00605388619584151
"278",0.00657458630387526
"279",0.00649115138895321
"280",0.00640799632087002
"281",0.00639797530095223
"282",0.00631658427652119
"283",0.00628610103064693
"284",0.00620698841727
"285",0.00622548345807464
"286",0.00617791366974898
"287",0.00610081084736523
"288",0.00618364459823948
"289",0.00610633615627426
"290",0.00605652842313334
"291",0.00598584662690867
"292",0.00594335160792315
"293",0.00587313560090719
"294",0.00580183711051525
"295",0.00598673434412338
"296",0.00591324489439566
"297",0.00588687066341775
"298",0.00583314440608076
"299",0.00579620184669416
"300",0.00586221083586629
"301",0.00579112464572913
"302",0.00574411904432394
"303",0.00567534642077202
"304",0.00560926965234414
"305",0.00564002587111499
"306",0.00557333644194034
"307",0.00571133323411629
"308",0.00564340189068853
"309",0.00559673266581006
"310",0.00553098082151713
"311",0.00553344754184937
"312",0.00547087483576515
"313",0.00542932883700597
"314",0.00551944763390541
"315",0.00545526992853248
"316",0.00546549252026756
"317",0.00540239845650587
"318",0.0053434176507294
"319",0.00534963743265935
"320",0.00555688203660995
