"","x"
"1",-0.0192712941365721
"2",0.00205028950087752
"3",-0.0034374386171674
"4",0.002562333694688
"5",-0.00208067105737407
"6",-0.00339840094564208
"7",0.00747891407485516
"8",-0.00227280159586642
"9",-0.00250741572297167
"10",-0.0160680839877764
"11",-0.00243788405022715
"12",-0.00559070670550018
"13",0.0164960948020468
"14",-0.00354375041398951
"15",-0.00458669857413499
"16",0.0116531436775853
"17",-0.000478579444187863
"18",-0.00300493668169125
"19",0.00917446385691805
"20",0.00891054989415656
"21",-0.00299274584431221
"22",-0.0018434532937453
"23",-0.00364468415461309
"24",-0.00400249335651726
"25",0.00807009453539328
"26",0.00838125735198013
"27",-0.00400187942515518
"28",0.00148030061489405
"29",0.00306992609437178
"30",-0.00448553939825757
"31",0.032922881728126
"32",0.00149603943244995
"33",-0.00305050632115236
"34",0.00618277025961338
"35",0.00545505846944839
"36",-0.00381965015122686
"37",-0.00419425012128905
"38",-0.0110641374216159
"39",-0.00243146603098923
"40",0.0066908812846491
"41",0.0372832004051147
"42",-0.00340208702019897
"43",-0.00284730195177958
"44",0.00601790018268619
"45",-0.0058903419755534
"46",0.0472330954025635
"47",0.00800328339831714
"48",-0.00257387156817122
"49",0.0176262191832748
"50",0.00573065902578797
"51",-0.00710826210826212
"52",0.0521082911292522
"53",-0.0643093832244693
"54",-0.00361426468659356
"55",0.0308619403530839
"56",0.010229997587934
"57",-0.00286516853932579
"58",-0.00139444475745114
"59",0.0168695431400481
"60",0.000790645416337301
"61",-0.00838530838530832
"62",-0.0164092529177441
"63",-0.00203208708132621
"64",0.00595204192060156
"65",0.0062990119752002
"66",0.00115345121042052
"67",0.0354488359349754
"68",0.0143291359096829
"69",0.00195312500000005
"70",-0.0265961707922776
"71",0.0129893287246592
"72",-0.00211230417180067
"73",0.0063231881894785
"74",-0.00563623370144135
"75",-0.00245440368838573
"76",-0.00267794029688438
"77",-0.00778279062793889
"78",-0.000892906203637687
"79",0.00742461948825135
"80",0.0136206684772966
"81",-0.000861732351317643
"82",0.0409406374233542
"83",-0.0104863871159845
"84",-0.00177933615061559
"85",-0.0109309671415652
"86",0.00263705392046435
"87",0.00313235177499935
"88",0.0141372086588756
"89",0.000389752117653113
"90",-0.00122074751305153
"91",0.0102980184116086
"92",0
"93",0.00127413127413129
"94",-0.00398462705176162
"95",0.00240034069351781
"96",-0.00112005149662054
"97",0.0165231736866526
"98",-0.00038037276531009
"99",0.000342465753424634
"100",0.00560437191727855
"101",0.0392389262252708
"102",0.01305492532243
"103",0.0794519563577133
"104",-0.0107621129245209
"105",0.00111035093819047
"106",0.00529912614833074
"107",0.0368203448006864
"108",-3.22452357663862e-05
"109",0.0355138981447642
"110",-0.0116568747534722
"111",0.00627002047996642
"112",0.0413309397570242
"113",0.0182917050875997
"114",-0.00250991663139666
"115",0.111839119022715
"116",-0.117229933614967
"117",0.00500668563443154
"118",-0.10285599959986
"119",0.0126110857130113
"120",0.00258770674125137
"121",-0.00487649507408105
"122",-0.133359086143149
"123",-0.00547617228292716
"124",0.0580981406546125
"125",-0.0101417177988358
"126",0.00200511058673936
"127",0.0133609907876274
"128",0.0883082480433474
"129",0.00305363781200211
"130",-0.0119138815354071
"131",-0.00243111211766135
"132",0.00225924894593531
"133",0.0256393472823902
"134",0.00377745896659182
"135",-0.00228139323312426
"136",-0.0292665793449787
"137",0.0256544843383562
"138",-0.000989403151078449
"139",0.00575077864597562
"140",-0.00475843932317532
"141",-0.0040865434480469
"142",0.0575714215240246
"143",0.0155464968954404
"144",0.00379311044370414
"145",0.030106160135039
"146",0.0177412971223866
"147",0.00297826260741036
"148",-0.00972492191050883
"149",0.0254842769445233
"150",0.00259972764757979
"151",-0.0728857186277117
"152",0.0235635993332672
"153",-0.00151485807026001
"154",0.0030219077977927
"155",-0.000726810552169921
"156",0.00132278720678125
"157",0.0111126528166201
"158",0.0226035262072123
"159",-7.84866328214306e-06
"160",0.0207082090417311
"161",-0.00365106606729934
"162",-0.00181356721716509
"163",0.0693886294213367
"164",-0.000502978127745089
"165",0.00604226486107769
"166",0.0396954451730516
"167",-0.0206496152221583
"168",-0.00020486079386891
"169",0.0351034449785723
"170",-0.00267617785551396
"171",0.0027996052420819
"172",0.0575374862497794
"173",0.0204295394740922
"174",0.00144731313319942
"175",-0.0124838383838384
"176",0.00335507378711381
"177",0.00337408552146685
"178",-0.0954331379445096
"179",0.0303058977445265
"180",-0.000317947849825505
"181",-0.0108466013472136
"182",0.0409908368023462
"183",0.000151018991223706
"184",0.0144099325557148
"185",0.00965884147534521
"186",-0.000317818609179253
"187",-0.131923716785998
"188",-0.127330558116431
"189",0.0162330520456345
"190",0.0841121516188034
"191",0.066291662678745
"192",-0.00503298032734839
"193",-0.0666765498652291
"194",-0.0932521288731398
"195",-0.0148523426016162
"196",0.0310975100492495
"197",0.084076179235685
"198",0.00367397082178301
"199",-0.0004461884269577
"200",-0.00256680077514793
"201",-0.00304897979298767
"202",0.0504373765390339
"203",0.0112606688846816
"204",-0.0174487479349458
"205",0.0570471606218576
"206",-0.00746412604285406
"207",0.000397753267958703
"208",0.0502185650137182
"209",-0.00781585012611779
"210",0.00243843914407744
"211",0.0200289477462565
"212",0.015625951631548
"213",-0.00613642055084529
"214",-0.032045449474608
"215",0.00443749048626103
"216",-0.0125711289366432
"217",0.0141558264123859
"218",0.0157612519477634
"219",-0.0237757513442865
"220",0.0348013016474507
"221",0.0195054192634412
"222",-0.00407214358263935
"223",0.0199584556415418
"224",-0.0026346487164576
"225",-0.0136313792020706
"226",0.031087560039973
"227",0.0232099781865253
"228",-0.0161100877800652
"229",0.0335976374590457
"230",0.00276768903988248
"231",-0.00148244874538618
"232",0.0631453960990247
"233",0.0246289476342079
"234",-0.00311711446389242
"235",0.0419620220372353
"236",0.0166035117368262
"237",-0.00951199204651856
"238",0.011271393580247
"239",0.0682029749567824
"240",0.00638830439159336
"241",0.0677041063533403
"242",0.0329597630022924
"243",0.00439839566593072
"244",-0.0312083034445052
"245",0.00248119947161519
"246",0.00207367324460483
"247",-0.0230157443820224
"248",0.0393627540977215
"249",-0.0130042916985367
"250",0.099519326449848
"251",0.0465910504422934
"252",-0.0214669871309513
"253",0.040731124927819
"254",0.0942514598243492
"255",-0.0137212688882221
"256",0.0580087425542476
"257",-0.0734035554562879
"258",0.0306708195365174
"259",-0.0380903755559651
"260",0.0378251829655782
"261",0.00619056634720912
"262",-0.00178430144714884
"263",0.0495678183459506
"264",0.0044544593713588
"265",0.0480657770142703
"266",-0.00379766700384588
"267",0.00530840138611249
"268",0.139861435523595
"269",-0.0757436952584213
"270",0.00679537514656786
"271",0.053842595871086
"272",0.00632417754919341
"273",0.0187171051656659
"274",-0.0831271797366342
"275",0.0340560907012581
"276",-0.0153501618995395
"277",-0.0973834996304508
"278",0.00920358066354877
"279",0.00526588138527772
"280",0.0118845702478671
"281",0.0437989478149043
"282",-0.00657580449049307
"283",0.027324326923077
"284",0.0210572266098648
"285",-0.00506290972357229
"286",-0.0458139039167417
"287",-0.0296615338621106
"288",-0.00411416363035837
"289",0.00634409419551324
"290",0.0267866033545879
"291",-0.0104624884508733
"292",-0.0315282120939687
"293",0.00950499464435195
"294",-0.0319573083537575
"295",0.0578068563475215
"296",0.0150335884393564
"297",-0.000323048182824421
"298",0.00426249283347888
"299",-0.0455049821975768
"300",0.00467998567698192
"301",0.0133363184516912
"302",-0.0670555098149038
"303",-0.0165162015570237
"304",0.025206833856877
"305",-0.0129792193428919
"306",-0.00691928475560533
"307",-0.119519176904755
"308",-0.0620600160583151
"309",-0.0104878573030451
"310",0.214113456063968
"311",-0.0238593246541211
"312",0.000196179233904908
"313",0.184082430768008
"314",0.0467581503309012
"315",0.00637558062256094
"316",-0.0260798832777092
"317",-0.0693443032773626
"318",0.00128937355945535
"319",0.0324942479429083
"320",0.0506157718710165
"321",0.00113725028615653
"322",-0.0139487873455904
"323",0.0438740735753175
"324",-0.00123207786205348
"325",-0.0591239711481365
"326",0.0373041529154185
"327",-0.00147370920521602
"328",0.15344624265233
"329",0.0107042525882473
"330",-0.0130243562022855
"331",0.076996552551243
"332",-0.0289375712213342
"333",-0.00507734887540865
"334",0.0874856799429988
"335",0.0606457928904332
"336",0.00407939008322711
"337",0.107139681325158
"338",-0.0154013061429955
"339",-0.00878778279604
"340",0.035587747519719
"341",-0.0458069332555033
"342",-0.00622937667237199
"343",0.0129724226559245
"344",-0.0274740707081109
"345",-0.0142052297363666
"346",0.0473298413558505
"347",0.0396092688535192
"348",-0.0019691459304165
"349",0.00663546702618086
"350",-0.00142299393417951
"351",-0.00350419213181607
"352",0.0619802606561344
"353",-0.00282066862863026
"354",-0.0027133586435925
"355",0.0718425706816336
"356",-0.0674613346498709
"357",0.00113145886076856
"358",-0.0526590332281483
"359",0.033291563046362
"360",-0.0231023848147503
"361",0.0614908255834635
"362",-0.0738847580332691
"363",0.000350244606137064
"364",0.00410341676986075
"365",-0.0189066590761335
"366",-0.0116522994573823
"367",-0.0565234359630257
"368",-0.161978623464971
"369",-0.0310878019538323
"370",0.170125275538408
"371",-0.00466711007239184
"372",-0.0180271455568637
"373",0.0720079306135874
"374",0.00865958780283912
"375",-0.0208875874104707
"376",-0.0659850480680347
"377",0.0381812378385824
"378",0.000326529042879564
"379",0.0436610881983895
"380",-0.00817937023072601
"381",-0.00749490516459479
"382",0.0827078201494461
"383",-0.00200247618446323
"384",-0.00698799218494979
"385",0.0471758476275552
"386",0.0059991848136131
"387",0.00163812182166891
"388",-0.0384370299062144
"389",0.0269046844213553
"390",-0.0046722036151498
"391",0.013340419072936
"392",0.0516634629385396
"393",0.000734226590228629
"394",0.0383484668863963
"395",0.00777992233829897
"396",0.000556954233246094
"397",0.153797266998053
"398",0.0315669072756246
"399",0.0150800925014421
"400",-0.0197020820495744
"401",-0.0188214064600798
"402",-0.00161552529491286
"403",0.0237679322782797
"404",0.0439669088463849
"405",0.00116735628079729
"406",-0.000543803997033238
"407",-0.0179009492528522
"408",0.00417117084089486
"409",-0.0391431139936854
"410",0.0394234153506742
"411",-0.000563098431631562
"412",-0.019206537721017
"413",0.0655629113450378
"414",-0.00307760913989943
"415",0.0410911069683157
"416",0.0433051936315185
"417",0.0130036502627946
"418",0.0660161996925347
"419",0.033319336540021
"420",-0.00962055801899673
"421",-0.051170084808695
"422",0.0147452438478479
"423",0.00514835194017735
"424",0.00412379640436315
"425",-0.0612792594287014
"426",-0.0223498970223947
"427",-0.129835569062994
"428",0.145885576170448
"429",-0.00864054457877412
"430",0.124398821614413
"431",0.0703424925839733
"432",0.00687640292954962
"433",-0.0065613325843811
"434",0.0243712757691178
"435",0.00525321556701056
"436",0.00125221746843368
"437",0.0258362490384376
"438",-0.00378747791948153
"439",0.00173106928486094
"440",0.0553181593235438
"441",0.00705063299757089
"442",0.108281070385914
"443",0.0241002942177598
"444",-0.00336687167085566
"445",0.0230236919044258
"446",0.0725843104993097
"447",-0.00037045503491769
"448",0.0416127751409023
"449",0.0222550438901077
"450",0.000551583406920897
"451",0.168210076247367
"452",0.218668934597053
"453",0.0217494210496364
"454",-0.101895384463919
"455",-0.0180302542638625
"456",0.013392576432576
"457",0.146489525149396
"458",-0.0270905304747423
"459",-0.0330821358741813
"460",0.093499939393231
"461",0.097163687056533
"462",-0.0112204155684392
"463",-0.0164961089009798
"464",-0.0645899302644609
"465",-0.0199678322259782
"466",-0.0768241735862862
"467",-0.0533768167148673
"468",-0.0931038194134729
"469",0.0125259407067485
"470",0.0121765860705024
"471",-0.0267786366854042
"472",0.134516391891675
"473",-0.0775364076505068
"474",-0.011583096833106
"475",-0.0702430911473961
"476",0.0718849593668803
"477",-0.0260896574971366
"478",0.0876961923746013
"479",0.00315909987963391
"480",-0.00093147055484621
"481",0.141953981717161
"482",0.00844747794937973
"483",-0.00942584061917876
"484",-0.110168386478161
"485",-0.0361362971702224
"486",-0.0188139570382128
"487",-0.0790048360441132
"488",0.0463335748451845
"489",-0.00874671401654949
"490",0.00447604593947292
"491",0.011497648149271
"492",-0.0326898082213523
"493",-0.179811727634509
"494",0.0205521054280636
"495",-0.0150371938567408
"496",0.158926347806945
"497",-0.111619828466524
"498",0.000712024133724331
"499",-0.0252189184447366
"500",0.00527434664900782
"501",0.00972958310200295
"502",-0.0370623146182024
"503",0.0505898841502795
"504",-0.00810485727182412
"505",-0.0191328773366622
"506",-0.0917350377765125
"507",-0.00997064563141031
"508",-0.0991083248037198
"509",-0.019966036344152
"510",-0.00552372614744594
"511",-0.0510669213903508
"512",-0.185917991575091
"513",0.0126693457682655
"514",0.169591382088699
"515",0.0173554391542079
"516",0.000551339455619902
"517",0.009071660432646
"518",0.00283398843876539
"519",-0.0330121034990899
"520",0.065660161972826
"521",0.0857043218486659
"522",0.0146772414204692
"523",0.0692088877955666
"524",0.0705854239611443
"525",0.022490178688728
"526",0.00226730880773025
"527",0.0251487310058128
"528",-0.0126783761422667
"529",-0.116922521025291
"530",0.0232648611093745
"531",0.000903682795446575
"532",-0.0466711892285154
"533",0.0672411407397113
"534",-0.00281616070020927
"535",0.00491353229723278
"536",0.0616399710129974
"537",-0.00710863446702542
"538",0.036211141218832
"539",0.00911395876386069
"540",0.00758066078926985
"541",-0.0654374224504487
"542",-0.0599394631799931
"543",-0.0195292416785911
"544",-0.0837845893234788
"545",-0.0377671714324869
"546",0.00358655303303159
"547",0.0461953105543004
"548",-0.00306477329291489
"549",-0.000126710869826412
"550",-0.0868973460540951
"551",0.0206123265326715
"552",-0.0272568631583835
"553",-0.0152418265366255
"554",0.0294463483986555
"555",0.0230154422047391
"556",0.0397545485286395
"557",-0.0287608509558364
"558",0.00402301775248486
"559",-0.00721936914996158
"560",-0.00520430582306223
"561",-0.0184903309189972
"562",-0.0687831344674129
"563",0.0106885367871162
"564",-0.00122732834362184
"565",-0.134339168063834
"566",0.00769314774879616
"567",0.000299907144134341
"568",0.0141675651093467
"569",0.0532397302032634
"570",0.00216519003270377
"571",-0.0807879372192478
"572",-0.0326130530827611
"573",0.00466443190163228
"574",0.0577234571976342
"575",-0.0453688957878452
"576",0.0127083435423697
"577",0.0209092120022227
"578",0.133055566195687
"579",0.011928752415472
"580",0.0119689642710535
"581",0.0378568859134639
"582",0.00327928213488765
"583",-0.0564863080030115
"584",0.0341363226953166
"585",0.0013499887904713
"586",0.0827741736750181
"587",-0.00514117034881164
"588",0.0140106878402399
"589",0.000365223725169513
"590",0.0695869665518071
"591",0.0107338756922424
"592",-0.041386116641869
"593",-0.026794951359542
"594",-0.00907514938426165
"595",0.0454420557649338
"596",-0.00800400819959525
"597",-0.00216208744034555
"598",-0.00196156739235134
"599",0.0453121169112023
"600",0.011835096094321
"601",0.0051220008509897
"602",-0.0176644876960678
"603",0.000135379496457867
"604",-0.0418246562300134
"605",0.0101243145909548
"606",-0.00125205050748876
"607",-0.0903918963478358
"608",0.00183717752764614
"609",-0.0024547166467166
"610",0.0222742231364728
"611",-0.0162482327966357
"612",-0.00474630785935865
"613",-0.0430809918711471
"614",0.0165229104113548
"615",-0.000118324452931487
"616",0.0325675520810575
"617",-0.0143228700319045
"618",0.00132058181390122
"619",-0.100146130054558
"620",0.0013834955940782
"621",0.00139920651430169
"622",-0.0308668942479522
"623",0.00257708977721485
"624",-0.00234611001463421
"625",0.0157009632980056
"626",-0.00998430273378138
"627",0.000179408142692411
"628",0.020093717780016
"629",0.0145982559943713
"630",-0.00104728756016678
"631",-0.0179211939286173
"632",0.0153926135587677
"633",0.000486868865600043
"634",0.00746009439026275
"635",-0.00731062375518188
"636",-0.000605412095846108
"637",-0.110123729505721
"638",0.014577486767628
"639",0.000528190357970977
"640",-0.0819282747833723
"641",0.0524586875564071
"642",-0.00144475909989874
"643",-0.0192821195315643
"644",-0.0069153555762762
"645",-0.00288064373979485
"646",0.0451783256978586
"647",-0.00330735742912278
"648",0.0068672526103412
"649",-0.0633438005392828
"650",-0.0301563819253131
"651",0.00469814699682639
"652",0.00664253556460948
"653",0.00115069796532934
"654",-0.0194794804935842
"655",0.00171155759939384
"656",-0.0326124821014761
"657",0.0532396917935874
"658",0.0243399247663612
"659",0.0143244739495536
"660",0.0248019049685492
"661",-0.00500281191710778
"662",0.00152996474816991
"663",-0.00724881669089258
"664",0.00591436318455772
"665",0.024153881809004
"666",-0.00437090521753926
"667",-0.0317143165418408
"668",-0.0204934116808379
"669",0.0040481725208301
"670",-0.0248036912908899
"671",-0.000537685422399354
"672",0.00125620894087488
"673",0.0424960205414125
"674",0.0545745579462379
"675",0.0657518238563141
"676",0.0102138142924654
"677",0.00427820640693174
"678",-0.0125275223830766
"679",0.0158553954402119
"680",0.032020633564549
"681",0.00327909139492767
"682",0.0694825731357987
"683",-0.00773719020283816
"684",-0.0302313871970082
"685",0.0305349456725035
"686",0.00294417734633585
"687",0.00177525304102102
"688",-0.0369921537883275
"689",-0.043695890966214
"690",0.00486480907113528
"691",-0.0280243480946935
"692",-0.0198431288835386
"693",-0.032629235500044
"694",-0.00330907238050682
"695",0.000777633720244888
"696",-0.0393626665014039
"697",-0.0478485404637828
"698",-4.34333095322838e-05
"699",-0.0402618434638335
"700",0.0280457385290016
"701",0.00569443562521702
"702",-0.0149580830209844
"703",0.017681481830992
"704",-0.00315082664774807
"705",-0.00471085884288542
"706",0.019638166092432
"707",-0.00507362379809462
"708",0.0128850485557807
"709",-0.0131554449340021
"710",0.027179553607899
"711",-0.0335591599008371
"712",0.0297542892752776
"713",0.0268632387330987
"714",0.00280392401680171
"715",-0.00282028562227404
"716",0.0417863855315293
"717",0.0111642219187318
"718",-0.0205599877934895
"719",0.00710890714786705
"720",0.0052755843696814
"721",0.0326488912603045
"722",0.00179552456095741
"723",0.000568902063433299
"724",-0.0209234817785901
"725",-0.0955702161645389
"726",0.0105573550310944
"727",-0.020778119082814
"728",-0.0125165443718944
"729",-0.00722920053576979
"730",0.00886733061153861
"731",-0.00368204442163946
"732",0.00843318036628404
"733",0.0273508387553667
"734",0.00301466557676584
"735",0.000572970957966111
"736",-0.0186724754269524
"737",-0.0162436572304213
"738",0.00726711286604478
"739",0.0120100887835658
"740",0.0391720357102186
"741",0.0129129363377642
"742",-0.00676053711301756
"743",-0.0106015075006202
"744",-0.00841265373525406
"745",-0.0174404503717656
"746",0.0103337156049575
"747",0.023043970726795
"748",-0.0202818143067387
"749",0.00651263281289113
"750",0.00271267007273478
"751",-0.00731783189280936
"752",-0.0140551886999744
"753",0.00205976367003435
"754",0.013081847485938
"755",0.00196961302581051
"756",-0.00119527204080565
"757",0.0068375859876293
"758",0.000475023471286717
"759",0.000775982594592303
"760",-0.0570729935037009
"761",0.00190361549591036
"762",-0.00216129164777485
"763",0.00838789290859606
"764",0.0243154142068674
"765",0.0227193653268105
"766",-0.000438516661943841
"767",-0.00428050377831406
"768",-0.00889622507761881
"769",-0.00319284365730048
"770",0.00659223025874056
"771",-0.00410644561126758
"772",-0.00359028283815892
"773",0.00414785264847582
"774",-0.00284866578266861
"775",-0.00246798684699162
"776",-0.00121040030364717
"777",-0.00134667663173858
"778",-0.0115439434368714
"779",-0.0114709823823145
"780",-0.00124303282356715
"781",0.00645403841240574
"782",0.0071572570176664
"783",0.000429864286783047
"784",0.000227423706110001
"785",0.00705453075348053
"786",0.000123505409769988
"787",0.0156933467541505
"788",-0.00803487082472438
"789",-0.0063644873987897
"790",-0.00712752223827263
"791",-0.00324502138360721
"792",0.00474449575026993
"793",-0.00569033257236834
"794",-0.0307448816438184
"795",-0.0679038981372714
"796",-0.0278936799628959
"797",-0.00678124760719002
"798",0.00255416435543795
"799",-0.0481831118863549
"800",-0.119151461389334
"801",-0.0385255042305496
"802",0.0126486538230357
"803",-0.0526424840850796
"804",0.0101274267796384
"805",-0.121633532200929
"806",0.0253758869986991
"807",-0.0324411369674355
"808",0.0817493366022119
"809",0.0390718387526857
"810",0.00351487536526756
"811",-0.0378595951640308
"812",0.0123322591517272
"813",-0.00646583449523716
"814",-0.0432562109356133
"815",-0.026036688018831
"816",-0.0293828168714311
"817",-0.0906110758935962
"818",0.00871984059876306
"819",0.00533280548650198
"820",0.0203552173636085
"821",-0.0277443557815639
"822",-0.00551925024589992
"823",-0.000151880679016806
"824",-0.0376863174348079
"825",-0.010967072447652
"826",0.0088879087224973
"827",0.0370399997388391
"828",0.0483830792608783
"829",0.0707154987712777
"830",0.0459050372993474
"831",0.0382487754092596
"832",-0.0542216118243659
"833",0.0297892596241847
"834",-0.0080219756206445
"835",-0.0453772930813958
"836",0.00301508358941549
"837",0.00596825360397012
"838",-0.0271048097686976
"839",0.0449746542714091
"840",-0.0362769590613396
"841",0.00561904778323555
"842",-0.0103583519044329
"843",0.0276121619634318
"844",0.00257204581055427
"845",-0.0111673808573781
"846",0.00889266359528588
"847",0.0165524907820838
"848",0.0294957133370095
"849",-0.000952240863355625
"850",0.00046830752061501
"851",-0.0549194107171931
"852",-0.0436280887266257
"853",2.62826191292031e-05
"854",-0.0127536355929626
"855",-0.0188568479614746
"856",0.0353415667221599
"857",-0.00971185535928413
"858",4.395335431676e-05
"859",0.00302780945648546
"860",0.0160027565834663
"861",0.00364627609306052
"862",-0.0419960420952598
"863",-0.00236935938524876
"864",0.0133699809605595
"865",-0.00583996543409475
"866",0.00556583669807086
"867",-0.0023590101080516
"868",-0.000416458204645824
"869",-0.00609568548499851
"870",-0.0297988465325644
"871",-0.00782350996642097
"872",0.0141454290390461
"873",-0.00725936599423633
"874",0.00885970488938432
"875",0.0088883645581858
"876",-0.0143174130545145
"877",-0.00106191515095401
"878",0.00434196996248939
"879",-0.0177773163289439
"880",-0.00321226179640004
"881",0.0784503175482213
"882",0.000901373365236537
"883",0.00597918338163614
"884",-0.0154138713991575
"885",0.000812790848250646
"886",-0.00493335021831178
"887",-0.0039258541983677
"888",0.00219147795606486
"889",0.0031456127709108
"890",0.0141426420411376
"891",0.0653982575720428
"892",0.00402219494732536
"893",0.0154462082296582
"894",-0.0106090018509322
"895",0.00978483502666746
"896",0.0391918623916777
"897",-0.0900352691081265
"898",0.0216199570467946
"899",-0.0043863182211505
"900",0.000464576074332224
"901",0.00439577066860061
"902",-0.00401550097660309
"903",-0.000829286865452075
"904",-0.00440043430146371
"905",-0.0219159121056577
"906",0.0378640464435617
"907",0.0011879398282652
"908",0.00257167545816842
"909",-0.0027940578673569
"910",0.0192468446526796
"911",-0.00566755092948845
"912",-0.0119852246720483
"913",0.00294247234668613
"914",-0.00378675970003937
"915",0.00191862849008581
"916",0.0132013456158097
"917",0.0201829035945637
"918",-0.00523661898180997
"919",0.000963723929390303
"920",0.0075873331049298
"921",0.0067732079789333
"922",-0.015792328172764
"923",0.00168322337275878
"924",0.00321575570259014
"925",-0.00443927097250193
"926",-0.0145764638430089
"927",0.00301075487373883
"928",0.0255259971528015
"929",-0.00275162961188198
"930",0.0193640909800192
"931",-0.000269708787404012
"932",-6.80530035678599e-05
"933",0.00932632663775835
"934",0.175880728134415
"935",0.0157550462022414
"936",-0.00979271383379618
"937",0.0239308199151336
"938",0.00492168064954253
"939",0.0268862100080736
"940",0.0152850335010473
"941",-0.0176323995816812
"942",0.0259611539063451
"943",-0.0518174525157339
"944",0.00751337631230858
"945",-0.00162236218299387
"946",0.0173537205160506
"947",-0.0225773457984555
"948",0.0318634361758316
"949",0.00456447903938119
"950",0.0107157155527291
"951",0.000138354266523302
"952",0.00610948562072673
"953",-0.00517019256848383
"954",0.018054348587516
"955",0.0262162951281246
"956",-0.0152170288646941
"957",-0.0439035072384293
"958",0.0187119510509835
"959",-0.00238813640339862
"960",0.00399606832329904
"961",-0.00766605863855785
"962",0.00173742788438697
"963",0.0107935989859179
"964",0.0119192666337505
"965",0.0495309972245723
"966",0.0201409192630905
"967",-0.00925649964997887
"968",-0.00580482225245985
"969",0.0125341500614833
"970",0.0314469779627918
"971",0.0354050721610586
"972",0.0327172514320204
"973",0.1418221744733
"974",-0.0372059142062081
"975",0.121009424485895
"976",0.0216768011698672
"977",0.0268007391754215
"978",-0.0391061180226394
"979",-0.066414234918767
"980",-0.0131984645935601
"981",0.127824309536755
"982",-0.0227821374958811
"983",-0.00681026547921011
"984",-0.0410650738761395
"985",0.033354620354501
"986",0.0156047556625454
"987",0.00852027798672036
"988",0.0833765928055059
"989",0.00293215559179447
"990",-0.00572173964602298
"991",-0.00652531915576816
"992",-0.0450791759879395
"993",0.034010439458154
"994",0.000115737899251887
"995",0.0215352784401741
"996",-0.0691278093793019
"997",-0.0564381702585889
"998",0.0143620208968446
"999",0.00220779754535034
"1000",0.0249973408447528
"1001",-0.00837053920275457
"1002",-0.0366558488225193
"1003",0.0497041466584475
"1004",-0.0128173478064631
"1005",0.0322674352516805
"1006",0.00793093406875745
"1007",0.0553200580731937
"1008",0.0190795527744547
"1009",0.0134906489891608
"1010",0.0388117149033466
"1011",-0.0269418964178963
"1012",0.0226438876267329
"1013",0.0268970124007455
"1014",0.0711368274168925
"1015",0.0449831429528532
